,street,zipcode,bathrooms,bedrooms,description,latitude,sqft,longitude,price,url,yearBuilt,neighborhood
404,2369 James Ave N,55411,2,4,"Nice 4BR 2BA 1 ½ Story Home Features: Large Living Room, Large Eat in Kitchen, 2 Main and Upper Bedrooms, Roof, Siding and Furnace approximately 7 Years old. Fenced in Yard and 1 Stall Garage. Property was built prior to 1978 and lead-based paint may potentially exist. Near to Schools, Shopping, Parks, Lakes and Trails.",45.003991,1098,-93.302553,100000,https://www.zillow.com/homedetails/2369-James-Ave-N-Minneapolis-MN-55411/1839015_zpid/,1904,"Jordan, Minneapolis"
405,2121 Ilion Ave N,55411,1,3,"Absolutely beautiful home features the character you crave and the upgrades you are looking for! Main level laundry, updated kitchen/appliances, 3 bedrooms on one level, wood floors, and new 2 car garage. Newer cement board siding, roof, windows, HVAC system, appliances, doors, and paint! Two porches, a concrete driveway, and fenced in yard add even more value to this home. Master bedroom features a walk-in closet and bedroom #2 has 2 closets! Roof being replaced in the next 2 weeks.",45.001707,1250,-93.303287,175000,https://www.zillow.com/homedetails/2121-Ilion-Ave-N-Minneapolis-MN-55411/1839252_zpid/,1907,"Jordan, Minneapolis"
407,2205 Ilion Ave N,55411,2,3,"This 1144 square foot single family home has 3 bedrooms and 2.0 bathrooms. It is located at 2205 Ilion Ave N Minneapolis, Minnesota.",45.001971000000005,1144,-93.30325500000001,180370,https://www.zillow.com/homedetails/2205-Ilion-Ave-N-Minneapolis-MN-55411/1839250_zpid/,1908,"Jordan, Minneapolis"
408,3123 Dupont Ave N,55411,1,2,"Beautiful completely renovated corner lot home with two-car garage. Original dark woodwork and hardwood floors throughout. Dining room built-in with coffered ceiling. One-level living with opportunity to finish the basement or attic. Four-season sunroom with lots of windows and French doors. Skeleton-key locks. All new kitchen with stainless steel appliances. New furnace, air conditioner, and water heater. Updated electrical and plumbing.  Buyer pays 3% assurance fee due at closing.  Offer window is 10 days from list date. Heart of Hawthorne Neighborhood on public transportation line with shops conveniently across the street.",45.012965,1143,-93.29341,177000,https://www.zillow.com/homedetails/3123-Dupont-Ave-N-Minneapolis-MN-55411/1774866_zpid/,1915,"Jordan, Minneapolis"
409,3000 Knox Ave N,55411,1,3,"Cute small 3BR home recently renovated. Corner lot with a newly painted wood fence. Updated roof. New screens. Updated bathroom. New floors throughout. Newly painted house inside and outside plus garage. New refrigerator and range. Recently updated electric system. The contractor is still working in the backyard and finishing the wooden fence. The closest school is LucyLaney at Cleveland Park Elementary School. Zillow Home Value Zestimate $ 162,446. Movoto's Comparative Market Value is $ 166,698.",45.011528999999996,1029,-93.301539,149900,https://www.zillow.com/homedetails/3000-Knox-Ave-N-Minneapolis-MN-55411/1773976_zpid/,1917,"Jordan, Minneapolis"
411,3106 Russell Ave N,55411,2,4,"Charm and character abundant! Tastefully updated for modern living. 4BR all on one level! Main floor has many beautiful built- ins, several original light fixtures, magnificent stained glass windows and original hardwood flooring-that just need some TLC to make them shine! Large, fenced back yard. Updated kitchen cabinetry, brand new gorgeous upper level bathroom. Newer siding, roof and some windows. 2 Porches-front and back. Basement is clean, bright and has a nice and functional new laundry area. Great neighborhood with evident pride in ownership. You have to see this home to appreciate all it has to offer. Hurry, it won't last long! Property built before 1978, lead based paint may exist.",45.012561,1432,-93.310415,195900,https://www.zillow.com/homedetails/3106-Russell-Ave-N-Minneapolis-MN-55411/1763635_zpid/,1904,"Jordan, Minneapolis"
412,2938 Sheridan Ave N,55411,2,4,"Beautiful brand-new construction! Split Entry bi-level home completely finished with 4 bedrooms, 2 full bathrooms, Large living room, Large lower level family room, spacious eat in kitchen with island, food pantry and stainless steel appliance, stained deck off kitchen with access to backyard great for entertaining, all with energy efficient HVAC, water heater, central air. This is a must see in North Minneapolis!",45.010763,1920,-93.311691,240000,https://www.zillow.com/homedetails/2938-Sheridan-Ave-N-Minneapolis-MN-55411/1763533_zpid/,2020,"Jordan, Minneapolis"
413,2319 Emerson Ave N,55411,2,4,"Welcome to 2319 Emerson Avenue North! If you are looking for character, look no further! This 4 bedroom, 2 bathroom home has a unique blend of old-world charm with modern conveniences. Close to schools, parks,and so much more. This house won't last long!",45.0033,2156,-93.294537,220000,https://www.zillow.com/homedetails/2319-Emerson-Ave-N-Minneapolis-MN-55411/1838718_zpid/,1924,"Jordan, Minneapolis"
415,2919 Sheridan Ave N,55411,1,2,"This 810 square foot single family home has 2 bedrooms and 1.0 bathrooms. It is located at 2919 Sheridan Ave N Minneapolis, Minnesota.",45.010236,810,-93.312407,155000,https://www.zillow.com/homedetails/2919-Sheridan-Ave-N-Minneapolis-MN-55411/1763547_zpid/,1916,"Jordan, Minneapolis"
416,2906 Morgan Ave N,55411,2,4,"Nice 4 BR 2 full bath home on a quiet street close to bus line, shopping, parks, and trails. Lots of space for the price.",45.009865000000005,1250,-93.304181,135000,https://www.zillow.com/homedetails/2906-Morgan-Ave-N-Minneapolis-MN-55411/1774084_zpid/,1905,"Jordan, Minneapolis"
417,2509 27th Ave N,55411,2,3,"Welcome home! adorable home in great condition, located right at Jordan neighborhood. Near VictoryMemorial park. updated paint, brand new a/c unit. A must-see.  Don't let this one go. Quick close possible.",45.007612,1800,-93.312547,209900,https://www.zillow.com/homedetails/2509-27th-Ave-N-Minneapolis-MN-55411/1764035_zpid/,1928,"Jordan, Minneapolis"
418,2915 Girard Ave N,55411,2,4,Welcome to this cozy 1.5 story home just waiting for your personal touches. Conveniently located close to North Regional Library and just minutes away from downtown Minneapolis. Imagine all the great BBQ's with the deck and private fenced in yard. The elliptical machine and treadmill can stay with the house if buyer would like to purchase it,45.010068,1469,-93.297197,205000,https://www.zillow.com/homedetails/2915-Girard-Ave-N-Minneapolis-MN-55411/1774948_zpid/,1901,"Jordan, Minneapolis"
419,2819 Fremont Ave N,55411,1,3,"Cute solid starter home. Totally remodeled with new kitchen, bath, carpet. Back yard patio and fire pit.",45.009207,1150,-93.295926,149900,https://www.zillow.com/homedetails/2819-Fremont-Ave-N-Minneapolis-MN-55411/1775073_zpid/,1900,"Jordan, Minneapolis"
420,2305 James Ave N,55411,2,4,"This 1505 square foot single family home has 4 bedrooms and 2.0 bathrooms. It is located at 2305 James Ave N Minneapolis, Minnesota.",45.002368,1505,-93.304591,215336,https://www.zillow.com/homedetails/2305-James-Ave-N-Minneapolis-MN-55411/67871559_zpid/,2004,"Jordan, Minneapolis"
421,2621 Emerson Ave N,55411,2,3,"Nice house, 3 bedrooms in the same level updated bathroom (lower level), room for 4th bedroom in the basement, new roof 2019, fence yard, attach garage, clean and ready for you!",45.006888000000004,1984,-93.29467700000001,215000,https://www.zillow.com/homedetails/2621-Emerson-Ave-N-Minneapolis-MN-55411/1775185_zpid/,1988,"Jordan, Minneapolis"
422,3027 Upton Ave N,55411,1,3,"Great starter home. Great potential 1.5 story home with natural woodwork, hardwood floors, 2-car garage, front porch, mudroom and more.",45.012269,988,-93.314963,150000,https://www.zillow.com/homedetails/3027-Upton-Ave-N-Minneapolis-MN-55411/1763815_zpid/,1916,"Jordan, Minneapolis"
423,2819 Girard Ave N,55411,2,5,"Large 2 Story, totally Rehabbed with new Appliances, fenced yard, 20X20 garage, new windows, Boiler Certified, Code Compliant 7/23/2020, New Insulation, Move in Ready!",45.009215999999995,1718,-93.297196,209999,https://www.zillow.com/homedetails/2819-Girard-Ave-N-Minneapolis-MN-55411/1775166_zpid/,1891,"Jordan, Minneapolis"
424,3019 Dupont Ave N,55411,3,3,"*Back on Market - Buyer's Financing Fell Through* Completely updated 2002 built  2 story in fantastic and convenient location. Some of the many features include, 3 bedrooms on the upper level, 3 bathrooms including a master suite.   Big ticket items all taken care of for you - Newer roof, Windows, Siding, Furnace and AC. Newer built gazebo out back - fantastic for entertaining, new garage door, new washer/dryer and refrigerator.     Nice front porch, unfinished lower level to add additional bedrooms or recreation room. All the hard work is done - simply move in and enjoy - close to parks, trails and shopping.",45.011978000000006,1848,-93.293413,224900,https://www.zillow.com/homedetails/3019-Dupont-Ave-N-Minneapolis-MN-55411/1774874_zpid/,2002,"Jordan, Minneapolis"
425,1634 Hillside Ave N,55411,2,3,"This 2241 square foot multi family home has 3 bedrooms and 2.0 bathrooms. It is located at 1634 Hillside Ave N Minneapolis, Minnesota.",45.002428,2241,-93.301846,264900,https://www.zillow.com/homedetails/1634-Hillside-Ave-N-Minneapolis-MN-55411/1839094_zpid/,1914,"Jordan, Minneapolis"
426,1224 22nd Ave N,55411,1,4,Large 4 bedroom 2 story with formal dining room in the Jordan Neighborhood. Easy Access to down-town Minneapolis. Recent updates include fresh interior and exterior paint & Carpet. Buyer to assume city of Minneapolis work orders.,45.001723999999996,1296,-93.29692800000001,199900,https://www.zillow.com/homedetails/1224-22nd-Ave-N-Minneapolis-MN-55411/1838821_zpid/,1906,"Jordan, Minneapolis"
427,2600 Oliver Ave N,55411,2,2,"This 1232 square foot single family home has 2 bedrooms and 2.0 bathrooms. It is located at 2600 Oliver Ave N Minneapolis, Minnesota.",45.006144,1232,-93.306578,135000,https://www.zillow.com/homedetails/2600-Oliver-Ave-N-Minneapolis-MN-55411/1774444_zpid/,1905,"Jordan, Minneapolis"
428,2722 Oliver Ave N,55411,1,2,2BR,45.008534999999995,850,-93.306591,145000,https://www.zillow.com/homedetails/2722-Oliver-Ave-N-Minneapolis-MN-55411/1774341_zpid/,1924,"Jordan, Minneapolis"
429,2714 Emerson Ave N,55411,2,4,"This 1951 square foot multi family home has 4 bedrooms and 2.0 bathrooms. It is located at 2714 Emerson Ave N Minneapolis, Minnesota.",45.00823,1951,-93.293949,200000,https://www.zillow.com/homedetails/2714-Emerson-Ave-N-Minneapolis-MN-55411/64481169_zpid/,1900,"Jordan, Minneapolis"
430,2223 Emerson Ave N,55411,1,3,"This 1560 square foot single family home has 3 bedrooms and 1.0 bathrooms. It is located at 2223 Emerson Ave N Minneapolis, Minnesota.",45.002382,1560,-93.294383,155000,https://www.zillow.com/homedetails/2223-Emerson-Ave-N-Minneapolis-MN-55411/1838731_zpid/,1912,"Jordan, Minneapolis"
431,2050 W Broadway Ave,55411,3,8,"In the heart of Broadway & Penn.  Come see all the new development that surround this Triplex. The building has been gutted and re-built; EVERYTHING IS NEW -  Electrical, Plumbing, Duct Work, Water Heaters, HVAC, Framing, Insulation, Drywall, leveling of floors, Windows, bathrooms, kitchens, finish work, doors, AC and the list goes on.  All units have separate front and back entrances, separate HVAC, separate utilities and a shared basement area for storage and laundry.",45.003039,3588,-93.306392,459900,https://www.zillow.com/homedetails/2050-W-Broadway-Ave-Minneapolis-MN-55411/1839237_zpid/,1904,"Jordan, Minneapolis"
432,2906 Emerson Ave N,55411,2,4,"This 2100 square foot single family home has 4 bedrooms and 2.0 bathrooms. It is located at 2906 Emerson Ave N Minneapolis, Minnesota.",45.009803000000005,2100,-93.29395600000001,195000,https://www.zillow.com/homedetails/2906-Emerson-Ave-N-Minneapolis-MN-55411/1774990_zpid/,1903,"Jordan, Minneapolis"
433,2711 Russell Ave N,55411,2,3,"Beautiful 3 bedroom 2 bath stucco home in convenient location. Two bedrooms on main floor, spacious master bedroom on 2nd, and finished basement. Central air, Refinish hardwood floors,Fresh Paint throughout, new kitchen, private fenced backyard, two car garage with new remote, New dining room Ceiling, Fresh paint, Clean Tish and roof just 5 years old!",45.008178,1526,-93.311136,204900,https://www.zillow.com/homedetails/2711-Russell-Ave-N-Minneapolis-MN-55411/1763986_zpid/,1925,"Jordan, Minneapolis"
435,2106 Fremont Ave N,55411,3,7,"Income producing triplex with one 3BR unit, one 1BR unit and one studio.  Unit 1 on the main floor includes 3 bedrooms, living room, kitchen, and sunroom with private front entrance.  Unit 2 is on second floor with living room kitchen combination, private bedroom, walk in closet, and full bath.  Unit 3 is a studio with galley kitchen, living space and second space most often used as a bedroom.  No off street parking.  Tenants pay own electric. Seller pays all other utilities.  Photos are from prior to most recent rentals.  Unit #1 rented at $1200/mo. Unit 2 and 3 at $750.  New roof and water heater.  Electrical repairs also recently completed.",45.000546,1908,-93.295358,249900,https://www.zillow.com/homedetails/2106-Fremont-Ave-N-Minneapolis-MN-55411/1838803_zpid/,1922,"Jordan, Minneapolis"
436,1123 25th Ave N,55411,2,4,"Great opportunity to purchase a CASH COW duplex! Always full, very easy to rent. Over $27,000 Annual Gross Income! Tenants pay gas & electric. Off-street parking for 4 vehicles. Motivated seller will review all serious offers. This is a great property to add CASH FLOW to your portfolio!",45.004606,1492,-93.29543199999999,194900,https://www.zillow.com/homedetails/1123-25th-Ave-N-Minneapolis-MN-55411/1838715_zpid/,1900,"Jordan, Minneapolis"
437,1819 25th Ave N,55411,3,4,Great cashflow opportunity on a quiet block in the Jordan neighborhood.  Showings require 24-hour notice.  1 or more units may not be available to show if rented to short-term rental.  This is a great Property with a tier 1 rental license.  It is the only multifamily property on the block.  Short term renters may be renting at the time of showing.  Opportunity to add value and boost income potential.  Great property for your portfolio or for a first-time investor.,45.004856,1702,-93.304061,260000,https://www.zillow.com/homedetails/1819-25th-Ave-N-Minneapolis-MN-55411/1839177_zpid/,1899,"Jordan, Minneapolis"
438,1522 Hillside Ave N,55411,3,5,"Gloriously restored 1880's must-see ""Hillside House"" in fab Jordan neighborhood, taken to studs & completely renovated new HVAC/electrical/plumbing, vaulted ceilings, refinished hdwd flrs, 5 bedrooms, master suite with walk-in closets, classic spacious kitchen with entrance to patio overlooking the oversized tree-filled lot w/ dntwn views-and a tuck under 2 car garage.",45.000726,2765,-93.299803,399000,https://www.zillow.com/homedetails/1522-Hillside-Ave-N-Minneapolis-MN-55411/132634419_zpid/,1884,"Jordan, Minneapolis"
439,1409 21st Ave N,55411,2,5,"Great investment opportunity awaits you. Spacious up and down duplex with detached garage. Prime location, close to everything!",44.999995,2380,-93.298635,204900,https://www.zillow.com/homedetails/1409-21st-Ave-N-Minneapolis-MN-55411/1839448_zpid/,1900,"Jordan, Minneapolis"
440,2720 James Ave N,55411,3,3,"Brand new home! Great 2 Story home w/3 beds, 2.5 baths, open layout, hardwood floors, kitchen w/SS appliances, beautiful baths, front porch and so much more.",45.008443,1728,-93.300247,254900,https://www.zillow.com/homedetails/2720-James-Ave-N-Minneapolis-MN-55411/1774498_zpid/,2020,"Jordan, Minneapolis"
441,2348 James Ave N,55411,2,3,"This 1210 square foot single family home has 3 bedrooms and 2.0 bathrooms. It is located at 2348 James Ave N Minneapolis, Minnesota.",45.003368,1210,-93.302392,198123,https://www.zillow.com/homedetails/2348-James-Ave-N-Minneapolis-MN-55411/1839041_zpid/,1921,"Jordan, Minneapolis"
442,2825 Oliver Ave N,55411,2,3,"This 1320 square foot single family home has 3 bedrooms and 2.0 bathrooms. It is located at 2825 Oliver Ave N Minneapolis, Minnesota.",45.009479,1320,-93.30731999999999,216047,https://www.zillow.com/homedetails/2825-Oliver-Ave-N-Minneapolis-MN-55411/1774267_zpid/,2002,"Jordan, Minneapolis"
444,2938 Penn Ave N,55411,1,2,"2938 Penn Ave N, Minneapolis, MN is a single family home that contains 748 sq ft and was built in 1922. It contains 2 bedrooms and 1 bathroom. This home last sold for $54,000 in October 2017. 
 
The Zestimate for this house is $136,364, which has increased by $4,890 in the last 30 days. The Rent Zestimate for this home is $1,300/mo, which has decreased by $11/mo in the last 30 days.",45.010807,748,-93.30785300000001,136364,https://www.zillow.com/homedetails/2938-Penn-Ave-N-Minneapolis-MN-55411/1774255_zpid/,1922,"Jordan, Minneapolis"
445,2946 Newton Ave N,55411,1,2,"Investor opportunity! This property is being offered at Public Auction on 08-12-2019. Visit Auction.com now to view additional photos, Property Inspection Report with title information, plat maps and interior inspection reports when available. Auction.com is the nation's leading real estate transaction platform focused exclusively on the sale of residential foreclosure and bank-owned properties. The majority of these properties are priced below market value. Don't miss this special opportunity to buy homes at wholesale prices! In addition to this property, 50 other properties are scheduled for sale at this same Foreclosure Sale. In our online auctions and live Foreclosure Sales, Auction.com currently has 81 properties scheduled for sale in Hennepin County and 454 throughout Minnesota. All properties and sale details can be found with a simple search at Auction.com. Create a FREE account today to find more properties like this one, save searches of properties that meet your investment criteria and have the properties you're looking for emailed directly to you when posted in an upcoming sale event. To view the complete details of this exact property, click the Auction.com link below or paste the Property ID 2821569 into the search bar at Auction.com",45.011044,1347,-93.305337,169786,https://www.zillow.com/homedetails/2946-Newton-Ave-N-Minneapolis-MN-55411/1774235_zpid/,1916,"Jordan, Minneapolis"
446,2950 Vincent Ave N,55411,2,3,"Beautifully renovated Bungalow with fine attention to details throughout. The home features a very open layout, large and airy rooms, 3 spacious bedrooms and 2 full bathrooms. Updates include a new furnace, deck, & appliances, with a newer roof & windows.",45.011097,1380,-93.31551,240052,https://www.zillow.com/homedetails/2950-Vincent-Ave-N-Minneapolis-MN-55411/1763765_zpid/,1926,"Jordan, Minneapolis"
447,2919 Queen Ave N,55411,3,3,"This 1696 square foot single family home has 3 bedrooms and 3.0 bathrooms. It is located at 2919 Queen Ave N Minneapolis, Minnesota.",45.010206,1696,-93.309872,232286,https://www.zillow.com/homedetails/2919-Queen-Ave-N-Minneapolis-MN-55411/1763650_zpid/,1999,"Jordan, Minneapolis"
449,2822 Girard Ave N,55411,1,3,"2822 Girard Ave N, Minneapolis, MN is a single family home that contains 994 sq ft and was built in 1907. It contains 3 bedrooms and 1 bathroom. This home last sold for $160,500 in April 2018. 
 
The Zestimate for this house is $167,000, which has increased by $2,161 in the last 30 days. The Rent Zestimate for this home is $1,502/mo, which has decreased by $2/mo in the last 30 days.",45.009298,994,-93.296475,167000,https://www.zillow.com/homedetails/2822-Girard-Ave-N-Minneapolis-MN-55411/1775082_zpid/,1907,"Jordan, Minneapolis"
450,2603 James Ave N,55411,3,4,"This 1760 square foot single family home has 4 bedrooms and 3.0 bathrooms. It is located at 2603 James Ave N Minneapolis, Minnesota.",45.006161,1760,-93.30089,237112,https://www.zillow.com/homedetails/2603-James-Ave-N-Minneapolis-MN-55411/98322894_zpid/,2009,"Jordan, Minneapolis"
451,2810 Penn Ave N,55411,2,2,"This 1323 square foot single family home has 2 bedrooms and 2.0 bathrooms. It is located at 2810 Penn Ave N Minneapolis, Minnesota.",45.009014,1323,-93.307849,183062,https://www.zillow.com/homedetails/2810-Penn-Ave-N-Minneapolis-MN-55411/1774275_zpid/,1926,"Jordan, Minneapolis"
452,2202 James Ave N,55411,1,4,"Investor and homebuyer opportunity! This property is being offered at a live auction on 12-02-2019. Buy it as an investment or enjoy it as your own home. Visit Auction.com to find out where and when the auction will take place. Also, view additional photos, sales comps, rental data, title info, neighborhood reports and more. Auction.com is the nation's leading online real estate marketplace offering over 30,000 discounted residential bank-owned and foreclosure deals. Don't miss the opportunity to buy homes that offer the potential for a high return on investment. In addition to this property, Auction.com has 66 scheduled for sale at this same auction. Altogether, Auction.com has 52 properties scheduled for sale in Hennepin County and 400 throughout Minnesota. All properties and sale details can be found with a simple search at Auction.com. Create a free account to find similar properties, save your favorites and receive email alerts of upcoming auctions. To view the complete details of this property, click the ""Get Auction Details"" button above or paste the Property ID 2731448 into the search bar at Auction.com.",45.001488,1540,-93.303842,203089,https://www.zillow.com/homedetails/2202-James-Ave-N-Minneapolis-MN-55411/1839258_zpid/,1914,"Jordan, Minneapolis"
453,1708 Hillside Ave N,55411,1,3,Property is being sold As-Is. Home is in need of updating and rehab but has potential. City required Code of Compliance.,45.002976000000004,1230,-93.302695,158579,https://www.zillow.com/homedetails/1708-Hillside-Ave-N-Minneapolis-MN-55411/1839038_zpid/,1900,"Jordan, Minneapolis"
455,3010 Humboldt Ave N,55411,1,2,"3010 Humboldt Ave N, Minneapolis, MN is a single family home that contains 1,074 sq ft and was built in 1908. It contains 2 bedrooms and 1 bathroom. This home last sold for $116,000 in September 2018. 
 
The Zestimate for this house is $158,141, which has increased by $2,037 in the last 30 days. The Rent Zestimate for this home is $1,450/mo, which has increased by $1/mo in the last 30 days.",45.011761,1074,-93.297737,158141,https://www.zillow.com/homedetails/3010-Humboldt-Ave-N-Minneapolis-MN-55411/1774930_zpid/,1908,"Jordan, Minneapolis"
456,5145 27th Ave S,55417,2,3,"Location! Location! Location! This darling 1.5 story home is oozing with curb appeal and set just 2 blocks off Lake Nokomis. Close to shopping, restaurants and parks! Charming old world details include cove ceilings, built-in's and screened porch. The bedrooms are spacious and have nice sized closets. Finished lower level with additional space available for storage. White picket fenced backyard ideal for summer barbecues. 2 car detached garage. Welcome Home!",44.909438,1842,-93.23312,400000,https://www.zillow.com/homedetails/5145-27th-Ave-S-Minneapolis-MN-55417/1811964_zpid/,1948,"Keewaydin, Minneapolis"
457,5104 31st Ave S,55417,1,1,"Own a house at condo pricing with no association dues.  Huge park-like lot.  Completely renovated in 2010 with updated electrical, plumbing, windows.  Inside completely freshened in 2020 with fresh paint, new flooring, new deck and many other items.  Hardy siding on front.  Clean, updated and ready to move in.   Good rental potential.",44.910532,480,-93.227517,150000,https://www.zillow.com/homedetails/5104-31st-Ave-S-Minneapolis-MN-55417/1811918_zpid/,1946,"Keewaydin, Minneapolis"
458,3106 E 53rd St,55417,4,4,"The best of the Twin Cities is here! Near Lake Nokomis and everything else! Sit outside on the front porch or
enjoy privacy on the stone patio in the large fenced-in backyard. Welcoming open floor plan with large
mudroom and French doors that lead to the office on the main level. Rich, teakwood floors, handsome stone
fireplace, cherrywood kitchen cabinets, stainless steel appliances, and granite countertops add more warmth
and character to this level. Upstairs laundry makes it easy to keep things moving and get on with your day.
Enjoy the in-floor heated tile and separate tub and shower in the master bathroom. Large family room downstairs with extra room to the side for game tables, exercise equipment, or toys. So much to love in this beautifully renovated home. Make it yours!",44.907431,2835,-93.226537,575000,https://www.zillow.com/homedetails/3106-E-53rd-St-Minneapolis-MN-55417/1860988_zpid/,2013,"Keewaydin, Minneapolis"
459,3316 E 54th St,55417,2,3,"Fabulous opportunity to own newer construction within the city limits in the high-demand Keewaydin neighborhood.You will love the the modern touches that have been added starting with the high end steel designer front and back doors.  This home provides a sleek contemporary aesthetic with a fabulous floor plan - 3 nicely sized bedrooms upstairs possible 4th bedroom in the lower level.  2 bathrooms (1 with new tile and heated floors that extend into the upstairs landing) Main level has a nice open feeling, kitchen is open but separate from the dining area, which has easy access to your level, flat backyard and your front yard is fenced. New furnace in 2019, Air Ducts freshly cleaned, A/C unit just inspected and cleaned, Wifi thermostat.  Where in the city can you find a 2004 built home for this price! Easily access the MTC bus, walk to LRT, Minnehaha Pkwy, Lake Nokomis, no late runs to the grocery store with the convenience store across the street, & road is one the 1st to be plowed!",44.905642,1914,-93.223504,314900,https://www.zillow.com/homedetails/3316-E-54th-St-Minneapolis-MN-55417/71812273_zpid/,2004,"Keewaydin, Minneapolis"
460,5300 28th Ave S,55417,2,3,"STUNNING CHARMER IN KEEWADIN. TASTEFUL AND THOUGHTFUL IMPROVEMENTS THROUGHOUT. AMAZING MASTER SUITE WITH
BEAUTIFUL TILE SHOWER, FIXTURES, AND VANITY. WALK IN CLOSET INCLUDED. SUCH A PLEASANG RETREAT. REMODELED
KITCHEN WITH NEW CABINETS, COUNTERS, FLOOR, LIGHTING AND A GREAT DINING AREA WITH BUILT IN BENCHES.
TRULY A DELIGHTFUL BRIGHT KITCHEN. FINISHED AREA IN LOWER LEVEL ADDS VERSATILE EXTRA SPACE. WALK TO LAKE
NOKOMIS, SHOPS, RESTAURANTS, AND SERVICES, ALL WITHIN BLOCKS.",44.907015,1412,-93.232619,329900,https://www.zillow.com/homedetails/5300-28th-Ave-S-Minneapolis-MN-55417/1812177_zpid/,1945,"Keewaydin, Minneapolis"
461,5306 Shoreview Ave,55417,2,3,"This 3 BR + den 4 level split is steps from Lake Nokomis in a close-knit neighborhood. Enjoy the trails, lake &  sunsets! This home features a well-appointed kitchen w/ample storage, a breakfast bar & granite cntps, informal DR w/wood burning fireplace & new bow window. New addition includes spacious vaulted owner's BR w/ the 2nd BR currently being used as a dressing room/walk-in closet, full BA w/ tile surround & cherry cabinetry, & the 3rd BR includes 2 closets. The lower level also features a new addition with a sun-room overlooking the updated retaining wall & garden, gas fireplace, marble 3/4 bath, and a den which is currently being used as an office. The 2+ garage w/ newer concrete driveway offers hard to find space in the city. The stamped cement patio & sun sail are great for outdoor entertaining. New improvements also include siding, furnace and air conditioner. Lowest level does have an egress window for future bedroom. Other amenities include irrigation & security systems.",44.906836,2008,-93.236002,495000,https://www.zillow.com/homedetails/5306-Shoreview-Ave-Minneapolis-MN-55417/1812113_zpid/,1959,"Keewaydin, Minneapolis"
462,4933 31st Ave S,55417,2,4,Freshly remodeled home from top to bottom!   Over-sized two car garage & shop. Maintenance free siding and windows. You won't be disappointed!  Make it yours today.,44.913395,1700,-93.226718,399900,https://www.zillow.com/homedetails/4933-31st-Ave-S-Minneapolis-MN-55417/1860215_zpid/,1940,"Keewaydin, Minneapolis"
463,4837 Woodlawn Blvd,55417,4,5,"Character abounds this spectacular home! Thoughtfully designed -top to bottom- modern and charming, tons of natural light. This home will not disappoint! The kitchen delights with quartz countertops, tile backsplash, stainless steel chef-grade appliances and plenty of storage space. The master ensuite will be your new favorite space to relax with a large walk-in closet and luxurious spa like bath. Watch the sunsets from your private balcony overlooking the park with views of Lake Nokomis. The private entrance to lower level is perfect for an AirB&B or family with a separate kitchen, bath, laundry, family room and flex space. Enjoy outdoor landscaped spaces and gardens in the front and back of the home. Ideally located within steps of all season outdoor recreation- Paddleboard, Kayak, XC Ski, Skate, Golf! Parks, Trails, Shopping, Coffee, Restaurants, Playgrounds. Not to be missed!",44.914842,3264,-93.23303299999999,729900,https://www.zillow.com/homedetails/4837-Woodlawn-Blvd-Minneapolis-MN-55417/1811382_zpid/,1960,"Keewaydin, Minneapolis"
464,5120 Woodlawn Blvd,55417,3,3,"Unique mid-century open concept home overlooking Lake Nokomis and Downtown Minneapolis. Move-in ready inside and out. Kitchen includes center island, granite countertops, stainless-steel appliances and informal dining area. Amazing sunset views from living room with fireplace. Formal dining room with hardwood floors, vaulted ceiling, and wet bar. Master Suite with 3/4 en-suite bathroom and custom built-in cabinets and closets. Main level home office for your virtual commute with attached deck. Main level bedroom and full bath. Huge lower level family room with fireplace and custom built-in AV and storage cabinets. Guest bedroom with en-suite 1/2 bath. Lower level also features large finished laundry room, storage, heated workshop and 2-car garage. Ready for entertaining with new lakeside deck, fully landscaped yard, gardens and maintenance-free stone retaining walls and fencing. Perfect location with direct access to the lakes, entire park system, bike trails, airport and downtown.",44.91028,3387,-93.23446899999999,709000,https://www.zillow.com/homedetails/5120-Woodlawn-Blvd-Minneapolis-MN-55417/1811952_zpid/,1951,"Keewaydin, Minneapolis"
465,5804 Irving Ave S,55419,3,4,"Stately two story colonial on one of the most active and fun blocks in Southwest Minneapolis. Situated across the street from two schools, a playground, softball fields and wonderful sledding hill and ice rank in winter. Large and bright formal living & dining rooms with custom plantations blinds. Built ins, hardwood floors and a wood burning fireplace. Eat in kitchen with marble counters, stainless steel appliances and Wolf stove. Well landscaped private backyard with a flagstone patio and new, professionally installed privacy fence.  3 bedrooms and 1 bathroom in the upper level including a owner's walk in closet, upper level deck, and hardwood floors. Updates include fence 2019, patio 2019, tankless hot water heater (unlimited hot water) connected to outside hose 2020, closet remodels in two bedrooms 2020, 4th bedroom/office remodel main level 2018, new plumbing in main floor bathroom 2020, new washer and dryer 2018. Great schools in Minneapolis: Kenny (award winning) elementary school, Susan B Anthony Middle School and Southwest High School (same schools after 2021 redistricting).",44.897638,2082,-93.30010300000001,505000,https://www.zillow.com/homedetails/5804-Irving-Ave-S-Minneapolis-MN-55419/1896546_zpid/,1953,"Kenny, Minneapolis"
